Date,Delhi,Mumbai,Chennai,Kolkata
24-Jan-19,71.27,76.9,73.99,73.36
25-Jan-19,71.27,76.9,73.99,73.36
26-Jan-19,71.27,76.9,73.99,73.36
27-Jan-19,71.27,76.9,73.99,73.36
28-Jan-19,71.27,76.9,73.99,73.36
29-Jan-19,71.19,76.82,73.9,73.28
30-Jan-19,71.19,76.82,73.9,73.28
31-Jan-19,71.09,76.72,73.8,73.18
01-Feb-19,70.94,76.57,73.64,73.04
02-Feb-19,70.84,76.47,73.54,72.94
03-Feb-19,70.74,76.37,73.43,72.84
04-Feb-19,70.59,76.22,73.27,72.7
05-Feb-19,70.44,76.08,73.11,72.55
06-Feb-19,70.44,76.08,73.11,72.55
07-Feb-19,70.44,76.08,73.11,72.55
